country_imf,date,year,actual,predicted,residual,residual_z,xgb_anomaly
India,2022-08-01,2022,22.014506455504137,22.137626739252198,-0.12312028374806161,-0.7155061178951574,False
India,2022-09-01,2022,22.193801961736185,22.12310170102045,0.07070026071573565,0.3970039789209992,False
India,2022-10-01,2022,22.142952188179205,22.233205970838245,-0.09025378265904038,-0.5268557639829333,False
India,2022-11-01,2022,22.08760803225665,22.069558298995428,0.018049733261221945,0.09479533763434995,False
India,2022-12-01,2022,21.9963519146307,22.148676919006498,-0.15232500437579688,-0.8831382265704031,False
India,2023-01-01,2023,21.812775944160943,21.99500829017709,-0.18223234601614635,-1.054803307977879,False
India,2023-02-01,2023,21.818071974402073,22.02706130580539,-0.20898933140331621,-1.2083856667827215,False
India,2023-03-01,2023,22.10688491719151,21.960421658477227,0.14646325871428445,0.8318758366573774,False
India,2023-04-01,2023,21.901174896992895,21.91428733269536,-0.013112435702463898,-0.0840723242365879,False
India,2023-05-01,2023,21.96524476037405,21.89114318683743,0.07410157353661972,0.41652716654866867,False
India,2023-06-01,2023,21.929949472447127,22.033870336332654,-0.10392086388552713,-0.6053034120407638,False
India,2023-07-01,2023,21.899685412904336,21.885246013427587,0.01443939947674977,0.07407239105913792,False
India,2023-08-01,2023,22.058531128505138,21.92898179111916,0.12954933738597774,0.7347916585762965,False
India,2023-09-01,2023,21.988924877353366,21.94683396705243,0.042090910300935036,0.23278923435989202,False
India,2023-10-01,2023,21.967211939431706,21.968540294717517,-0.0013283552858105452,-0.016432908190735607,False
India,2023-11-01,2023,21.83944815238112,22.013487266865507,-0.17403911448438691,-1.0077749971770216,False
India,2023-12-01,2023,21.887273441473642,21.982476903497858,-0.09520346202421592,-0.55526641717243,False
India,2024-01-01,2024,21.751028283882214,21.825919668314402,-0.07489138443218835,-0.4386771697788714,False
India,2024-02-01,2024,21.789340724097258,21.805328611880626,-0.015987887783367682,-0.10057712501385539,False
India,2024-03-01,2024,22.12894823256802,21.9245313573318,0.20441687523621965,1.1645236666695735,False
India,2024-04-01,2024,21.942177858692542,21.97302152623443,-0.0308436675418875,-0.18584778103823474,False
India,2024-05-01,2024,22.033208397565403,21.9026897572785,0.1305186402869012,0.740355358065088,False
India,2024-06-01,2024,22.12265992056333,22.141666391976944,-0.01900647141361489,-0.11790348624157987,False
India,2024-07-01,2024,21.893996955664743,22.010401634340695,-0.11640467867595206,-0.6769592318072011,False
India,2024-08-01,2024,22.13385802200618,21.93974188615317,0.19411613585301168,1.105398476405591,False
India,2024-09-01,2024,21.93161751071445,22.180525875875695,-0.24890836516124537,-1.4375168367198505,False
India,2024-10-01,2024,21.84665897561267,21.96693592164161,-0.12027694602894101,-0.6991856502691327,False
India,2024-11-01,2024,22.017297449273663,21.954050685011737,0.0632467642619261,0.3542216717905217,False
India,2024-12-01,2024,21.893964472302695,21.902073492942257,-0.008109020639562203,-0.055353233639461395,False
Ireland,2020-01-01,2020,20.59551423368432,20.562836200654285,0.03267803303003447,0.32830992104828755,False
Ireland,2020-02-01,2020,20.59477279904085,20.491965930351107,0.10280686868974342,0.7752863787690005,False
Ireland,2020-03-01,2020,20.5381978108561,20.681718522124648,-0.14352071126854682,-0.7947187138997405,False
Ireland,2020-04-01,2020,20.404908187211912,20.60968144741167,-0.20477326019975806,-1.1851208514810316,False
Ireland,2020-05-01,2020,20.370830123331515,20.562832476344504,-0.19200235301298818,-1.103723594524975,False
Ireland,2020-06-01,2020,20.593917411503522,20.49349064527967,0.10042676622385116,0.7601164453285103,False
